net,length_um
_10196_,11.28
_11627_,11.28
_12669_,11.28
_13427_,11.28
_13736_,11.28
_03744_,11.26
_04525_,11.26
_05341_,11.26
_07154_,11.26
_08649_,11.26
_09781_,11.26
_13463_,11.26
_13849_,11.26
_00031_,11.24
_00606_,11.24
_04032_,11.24
_05044_,11.24
_05767_,11.24
_07006_,11.24
_09609_,11.24
_10760_,11.24
_11000_,11.24
_11177_,11.24
_13756_,11.24
_01706_,11.22
_05237_,11.22
_06207_,11.22
_07369_,11.22
_07661_,11.22
_08851_,11.22
_08871_,11.22
_10713_,11.22
_12340_,11.22
_13776_,11.22
u_s1.delay_line_im\[4\]\[5\],11.22
_02507_,11.21
u_s2.delay_line_im\[0\]\[11\],11.205
_00535_,11.2
_02134_,11.2
_03345_,11.2
_03446_,11.2
_03650_,11.2
_03958_,11.2
_08252_,11.2
_08287_,11.2
_09435_,11.2
_11709_,11.2
_12580_,11.2
_12633_,11.2
u_s1.delay_line_re\[6\]\[2\],11.2
u_s2.delay_line_re\[1\]\[4\],11.2
u_s3.delay_line_re\[0\]\[6\],11.2
_02485_,11.19
_11922_,11.19
_10279_,11.18
_07161_,11.175
_04307_,11.16
_04724_,11.16
_06347_,11.16
_07011_,11.16
_07768_,11.16
_09401_,11.16
_11636_,11.16
_12364_,11.16
_13247_,11.16
_00820_,11.14
_06483_,11.14
_08792_,11.14
_08824_,11.14
_14071_,11.14
in_re[6],11.14
_02526_,11.13
_00237_,11.12
_01177_,11.12
_04819_,11.12
_04967_,11.12
_06357_,11.12
_06852_,11.12
_08035_,11.12
_10058_,11.12
_10237_,11.12
_10387_,11.12
_10986_,11.12
_11876_,11.12
_12354_,11.12
_13565_,11.12
u_s1.delay_line_im\[4\]\[12\],11.12
_02408_,11.115
_12319_,11.115
_12836_,11.115
_01431_,11.1
_04293_,11.1
_04610_,11.1
u_s2.delay_line_re\[0\]\[6\],11.1
_02775_,11.08
_02792_,11.08
_03247_,11.08
_04461_,11.08
_05955_,11.08
_08647_,11.08
_09521_,11.08
_09969_,11.08
_11354_,11.08
_11449_,11.08
_12252_,11.08
_13798_,11.08
u_s1.delay_line_re\[7\]\[9\],11.08
_00669_,11.04
_01049_,11.04
_04642_,11.04
_08949_,11.04
_11377_,11.04
_12698_,11.04
u_s1.delay_line_re\[6\]\[3\],11.04
_02517_,11.035
_00699_,11.02
_02281_,11.02
_02743_,11.02
_11373_,11.02
_12757_,11.02
u_s2.delay_line_re\[0\]\[10\],11.02
u_s1.delay_line_im\[2\]\[4\],11.005
u_s1.delay_line_re\[2\]\[15\],11.005
_00801_,11
_03134_,11
_03449_,11
_05688_,11
_12568_,11
_13743_,11
_14113_,11
u_s3.delay_line_re\[0\]\[13\],11
_00595_,10.98
_02171_,10.98
_10460_,10.98
u_s1.delay_line_im\[5\]\[12\],10.98
_00667_,10.96
_05463_,10.96
_07080_,10.96
_14369_,10.96
u_s1.delay_line_im\[1\]\[4\],10.96
_10177_,10.94
_01894_,10.92
_02338_,10.92
_03292_,10.92
_05705_,10.92
_09083_,10.92
_10496_,10.92
_13496_,10.92
_13830_,10.92
_06162_,10.9
u_s2.delay_line_re\[2\]\[4\],10.9
net115,10.9
_01178_,10.88
_01737_,10.88
_02947_,10.88
_03829_,10.88
_03928_,10.88
_05544_,10.88
_06881_,10.88
_09856_,10.88
_09907_,10.88
_12935_,10.88
_13734_,10.88
_14081_,10.88
in_re[4],10.88
_04286_,10.86
_07760_,10.86
_09261_,10.86
_10932_,10.86
_11778_,10.86
_12171_,10.86
_00757_,10.84
_01583_,10.84
_03142_,10.84
_03386_,10.84
_03627_,10.84
_05298_,10.84
_10291_,10.84
_10616_,10.84
_13702_,10.84
u_s1.delay_line_im\[3\]\[10\],10.84
u_s1.delay_line_re\[5\]\[14\],10.84
_13231_,10.83
_02021_,10.82
_02233_,10.82
_02977_,10.82
_03865_,10.82
_07122_,10.82
_09581_,10.82
_12204_,10.82
_12742_,10.82
u_s3.delay_line_re\[0\]\[12\],10.82
_02461_,10.8
_02970_,10.8
_03751_,10.8
_04039_,10.8
_06457_,10.8
_06729_,10.8
_08683_,10.8
_09338_,10.8
_12726_,10.8
_13045_,10.8
_10617_,10.79
u_s1.delay_line_re\[3\]\[7\],10.785
_01028_,10.78
_01934_,10.78
_02036_,10.78
_02323_,10.78
_04194_,10.78
_04527_,10.78
_05361_,10.78
_07118_,10.78
_08238_,10.78
_11282_,10.78
_12173_,10.78
_12960_,10.78
_13218_,10.78
_10507_,10.77
_03990_,10.76
_04449_,10.76
_08842_,10.76
_12277_,10.76
u_s2.delay_line_re\[2\]\[13\],10.76
_12074_,10.755
_00959_,10.74
_01962_,10.74
_03867_,10.74
_03974_,10.74
_07524_,10.74
_10277_,10.74
_10660_,10.74
_10887_,10.74
_11318_,10.74
_12596_,10.74
_13177_,10.74
_00724_,10.72
_03149_,10.72
_03533_,10.72
_06107_,10.72
_07048_,10.72
_07641_,10.72
_08144_,10.72
_10190_,10.72
_10959_,10.72
u_s1.delay_line_re\[0\]\[14\],10.72
u_s1.delay_line_re\[2\]\[5\],10.72
_03484_,10.71
_00818_,10.7
_01059_,10.7
_01981_,10.7
_02415_,10.7
_03119_,10.7
_04250_,10.7
_04419_,10.7
_05247_,10.7
_05497_,10.7
_06442_,10.7
_08888_,10.7
_08889_,10.7
_10905_,10.7
_11943_,10.7
_13381_,10.7
_13782_,10.7
_03542_,10.68
_04767_,10.68
_06585_,10.68
_10717_,10.68
_11134_,10.68
in_im[13],10.68
in_re[14],10.68
_07055_,10.675
_13309_,10.67
_00582_,10.66
_01235_,10.66
_03014_,10.66
_05270_,10.66
_05696_,10.66
_06988_,10.66
_07024_,10.66
_07589_,10.66
_08313_,10.66
_09419_,10.66
_09692_,10.66
_10203_,10.66
_12399_,10.66
_12691_,10.66
_13213_,10.66
_11666_,10.65
_00823_,10.64
_01186_,10.64
_03913_,10.64
_06698_,10.64
_11745_,10.64
_11787_,10.64
_12060_,10.64
_12235_,10.64
_01147_,10.62
_02656_,10.62
_02832_,10.62
_03035_,10.62
_04170_,10.62
_04929_,10.62
_07086_,10.62
_08201_,10.62
_08366_,10.62
_09445_,10.62
_10370_,10.62
_10504_,10.62
_10915_,10.62
_11613_,10.62
_11667_,10.62
_12053_,10.62
_12528_,10.62
_12640_,10.62
_12783_,10.62
u_s1.delay_line_im\[3\]\[13\],10.62
_01496_,10.6
_08305_,10.6
_10385_,10.6
_14134_,10.6
u_s2.delay_line_re\[1\]\[8\],10.6
u_s3.delay_line_re\[1\]\[3\],10.6
_04304_,10.59
_00310_,10.58
_03309_,10.58
_03767_,10.58
_04675_,10.58
_09705_,10.58
_10704_,10.58
_11246_,10.58
_11730_,10.58
u_s3.delay_line_im\[1\]\[5\],10.58
_02054_,10.56
_02583_,10.56
_08654_,10.56
_10055_,10.56
_11123_,10.56
_04403_,10.555
_04146_,10.54
_04301_,10.54
_04606_,10.54
_05186_,10.54
_06602_,10.54
_08000_,10.54
_08015_,10.54
_08311_,10.54
_08350_,10.54
_08581_,10.54
_09780_,10.54
_11058_,10.54
_12959_,10.54
_13041_,10.54
_13506_,10.54
_02040_,10.52
_08248_,10.52
_09258_,10.52
_01508_,10.5
_03076_,10.5
_03689_,10.5
_03798_,10.5
_05630_,10.5
_08146_,10.5
_08912_,10.5
_10090_,10.5
_10395_,10.5
_12410_,10.5
u_s2.delay_line_re\[0\]\[15\],10.5
_04303_,10.495
_01871_,10.48
_09215_,10.48
u_s1.delay_line_im\[4\]\[8\],10.48
_01058_,10.46
_01405_,10.46
_04102_,10.46
_04577_,10.46
_04804_,10.46
_06344_,10.46
_08528_,10.46
_09369_,10.46
_09764_,10.46
_09869_,10.46
_10971_,10.46
_11019_,10.46
_11756_,10.46
u_s1.delay_line_im\[2\]\[0\],10.445
_04177_,10.44
_07620_,10.44
_07939_,10.44
_11824_,10.44
_12506_,10.44
_05327_,10.43
_06913_,10.43
_01214_,10.42
_02123_,10.42
_02345_,10.42
_02509_,10.42
_03592_,10.42
_03866_,10.42
_05116_,10.42
_08127_,10.42
_08364_,10.42
_11482_,10.42
_12873_,10.42
in_im[4],10.42
in_im[8],10.42
in_re[11],10.42
in_re[5],10.42
u_s1.delay_line_im\[4\]\[14\],10.42
u_s1.delay_line_re\[0\]\[9\],10.42
u_s2.delay_line_im\[0\]\[6\],10.42
_08181_,10.41
_01183_,10.4
_01486_,10.4
_01979_,10.4
_02919_,10.4
_04235_,10.4
_06348_,10.4
_07459_,10.4
_08543_,10.4
_08680_,10.4
_09168_,10.4
_09404_,10.4
_09759_,10.4
_10434_,10.4
_10672_,10.4
_10783_,10.4
_12953_,10.4
_13613_,10.4
_04193_,10.395
_01182_,10.38
_02547_,10.38
_05078_,10.38
_09763_,10.38
_11784_,10.38
u_s1.delay_line_re\[1\]\[14\],10.38
_00900_,10.36
_01932_,10.36
_02883_,10.36
_03170_,10.36
_03709_,10.36
_04377_,10.36
_05728_,10.36
_09496_,10.36
_10028_,10.36
_10596_,10.36
_11467_,10.36
_12322_,10.36
_13246_,10.36
_04997_,10.34
_08626_,10.34
_10418_,10.34
_12539_,10.34
_13488_,10.34
_13741_,10.34
out_re[10],10.34
_01055_,10.32
_03062_,10.32
_04007_,10.32
_05959_,10.32
_07677_,10.32
_08069_,10.32
_11330_,10.32
_11988_,10.32
out_im[12],10.32
out_re[3],10.32
out_re[4],10.32
out_re[5],10.32
out_re[6],10.32
_02624_,10.3
_04131_,10.3
_04528_,10.3
_05554_,10.3
_09707_,10.3
_11091_,10.3
_11767_,10.3
_11901_,10.3
_12661_,10.3
_13290_,10.3
_00745_,10.28
_01770_,10.28
_02061_,10.28
_05405_,10.28
_06783_,10.28
_08446_,10.28
_08886_,10.28
_09096_,10.28
_09300_,10.28
_10070_,10.28
u_s2.delay_line_im\[3\]\[13\],10.28
_03433_,10.26
_04548_,10.26
_06421_,10.26
net76,10.26
_00768_,10.255
_04090_,10.255
_01834_,10.24
_03172_,10.24
_03273_,10.24
_03886_,10.24
_04532_,10.24
_04913_,10.24
_05292_,10.24
_05743_,10.24
_07600_,10.24
_09706_,10.24
_10723_,10.24
_11172_,10.24
_12386_,10.24
_13469_,10.24
u_s3.delay_line_im\[1\]\[15\],10.24
_03514_,10.22
_12379_,10.22
_12837_,10.22
_13319_,10.22
_13865_,10.22
_00594_,10.2
_01414_,10.2
_01802_,10.2
_02217_,10.2
_05000_,10.2
_05579_,10.2
_05584_,10.2
_05624_,10.2
_06779_,10.2
_06910_,10.2
_09501_,10.2
_09737_,10.2
_09799_,10.2
_11882_,10.2
_13155_,10.2
_13348_,10.2
u_s1.delay_line_re\[6\]\[4\],10.2
u_s2.delay_line_im\[2\]\[13\],10.2
_01341_,10.18
_01933_,10.18
_02693_,10.18
_03402_,10.18
_03929_,10.18
_03953_,10.18
_04002_,10.18
_05447_,10.18
_05517_,10.18
_06230_,10.18
_09149_,10.18
_10012_,10.18
_11661_,10.18
_12845_,10.18
_07785_,10.175
_00597_,10.16
_01035_,10.16
_01482_,10.16
_04617_,10.16
_10120_,10.16
_10682_,10.16
_11047_,10.16
_11124_,10.16
_11324_,10.16
_12124_,10.16
_14427_,10.16
u_s1.delay_line_re\[7\]\[15\],10.16
u_s3.delay_line_re\[1\]\[4\],10.16
_02099_,10.14
_05970_,10.14
_06070_,10.14
_11209_,10.14
_12245_,10.14
_12901_,10.14
u_s2.delay_line_im\[0\]\[7\],10.14
_03366_,10.12
_04383_,10.12
_05257_,10.12
_06757_,10.12
_10155_,10.12
_10607_,10.12
_11408_,10.12
_11496_,10.12
_11906_,10.12
_13131_,10.12
in_im[12],10.11
_01135_,10.1
_01611_,10.1
_04874_,10.1
_04893_,10.1
_05480_,10.1
_05916_,10.1
_05974_,10.1
_07435_,10.1
_10584_,10.1
_11615_,10.1
_12705_,10.1
_00477_,10.08
_00608_,10.08
_01310_,10.08
_01722_,10.08
_02349_,10.08
_02894_,10.08
_04098_,10.08
_05578_,10.08
_05797_,10.08
_06967_,10.08
_07403_,10.08
_07858_,10.08
_08244_,10.08
_08716_,10.08
_09474_,10.08
_10925_,10.08
_11641_,10.08
_12607_,10.08
_13408_,10.08
u_s1.delay_line_im\[0\]\[12\],10.08
u_s1.delay_line_re\[0\]\[11\],10.08
net138,10.08
_09067_,10.06
_10695_,10.06
_11606_,10.06
_12236_,10.06
_12335_,10.06
u_s1.delay_line_im\[5\]\[10\],10.06
_06962_,10.05
_04578_,10.04
_04882_,10.04
_05464_,10.04
_05493_,10.04
_05665_,10.04
_07255_,10.04
_08111_,10.04
_08790_,10.04
_09004_,10.04
_09180_,10.04
_04117_,10.02
_06055_,10.02
_09942_,10.02
u_s3.delay_line_re\[0\]\[1\],10.02
_13139_,10.01
_04762_,10
_04915_,10
_06858_,10
_07033_,10
_10112_,10
_10498_,10
_10687_,10
_11959_,10
_12489_,9.99
_00855_,9.98
_02211_,9.98
_02374_,9.98
_04015_,9.98
_05051_,9.98
_05061_,9.98
_08822_,9.98
_11219_,9.98
_13232_,9.98
_13728_,9.98
_00952_,9.96
_01408_,9.96
_02925_,9.96
_07973_,9.96
_10186_,9.96
_10942_,9.96
_11258_,9.96
_11294_,9.96
_11577_,9.96
_11708_,9.96
_12400_,9.96
_13033_,9.96
_13485_,9.96
u_s3.delay_line_im\[1\]\[11\],9.96
_00415_,9.94
_00704_,9.94
_01150_,9.94
_05839_,9.94
_06760_,9.94
_07020_,9.94
_07885_,9.94
_08221_,9.94
_08673_,9.94
_09073_,9.94
_09531_,9.94
_09921_,9.94
_11749_,9.94
_12865_,9.94
_01813_,9.92
_06020_,9.92
_08081_,9.92
_09788_,9.92
_10435_,9.92
_12394_,9.92
_13018_,9.92
_13295_,9.92
_13514_,9.92
_06899_,9.915
_02480_,9.91
_00843_,9.9
_00849_,9.9
_01334_,9.9
_03848_,9.9
_08322_,9.9
_08956_,9.9
_09021_,9.9
_11697_,9.9
_11710_,9.9
_12037_,9.9
_13647_,9.9
u_s1.delay_line_re\[1\]\[15\],9.9
_00808_,9.88
_00896_,9.88
_01236_,9.88
_02647_,9.88
_05124_,9.88
_06629_,9.88
_06985_,9.88
_08881_,9.88
_13091_,9.88
_13135_,9.88
u_s3.delay_line_re\[0\]\[2\],9.88
_01762_,9.86
_03039_,9.86
_03528_,9.86
_04239_,9.86
_04325_,9.86
_06287_,9.86
_06697_,9.86
_08448_,9.86
_09922_,9.86
_10363_,9.86
_10531_,9.86
_11298_,9.86
_11362_,9.86
_11494_,9.86
_11670_,9.86
_12284_,9.86
_13217_,9.86
_04345_,9.85
_00622_,9.84
_01756_,9.84
_02354_,9.84
_02897_,9.84
_06744_,9.84
_08628_,9.84
_10706_,9.84
_11069_,9.84
_11933_,9.84
_07957_,9.83
_00643_,9.825
_01159_,9.82
_03904_,9.82
_04442_,9.82
_04688_,9.82
_05113_,9.82
_09520_,9.82
_10357_,9.82
_10737_,9.82
_11359_,9.82
_12538_,9.82
_12770_,9.82
_13717_,9.82
_13785_,9.82
_05005_,9.8
_06403_,9.8
_06702_,9.8
_06793_,9.8
_09524_,9.8
_09768_,9.79
_00836_,9.78
_02779_,9.78
_02783_,9.78
_05426_,9.78
_05687_,9.78
_08523_,9.78
_09774_,9.78
_10732_,9.78
_11528_,9.78
u_s1.delay_line_im\[4\]\[11\],9.78
u_s1.delay_line_re\[5\]\[9\],9.78
_05387_,9.76
_08037_,9.76
_08049_,9.76
_08595_,9.76
_11353_,9.76
_12251_,9.76
_00935_,9.74
_02045_,9.74
_04816_,9.74
_04972_,9.74
_07030_,9.74
_08455_,9.74
_11248_,9.74
_13243_,9.74
_13497_,9.74
u_s1.delay_line_im\[0\]\[3\],9.74
_01729_,9.735
_02223_,9.72
_02664_,9.72
_02854_,9.72
_03144_,9.72
_03506_,9.72
_07834_,9.72
_08059_,9.72
_08375_,9.72
_08635_,9.72
_10138_,9.72
_11457_,9.72
_12670_,9.72
_13016_,9.72
_13718_,9.72
_04196_,9.715
_12040_,9.715
_09240_,9.71
_01599_,9.7
_02351_,9.7
_02440_,9.7
_02613_,9.7
_02954_,9.7
_03836_,9.7
_04483_,9.7
_08927_,9.7
_10200_,9.7
_11132_,9.7
_12867_,9.7
_13385_,9.7
_13731_,9.7
u_s1.delay_line_re\[0\]\[1\],9.7
_09612_,9.695
_00111_,9.68
_05867_,9.68
_07242_,9.68
_11523_,9.68
u_s2.delay_line_im\[1\]\[1\],9.68
u_s3.delay_line_im\[1\]\[8\],9.68
_00986_,9.66
_01417_,9.66
_02444_,9.66
_03657_,9.66
_10127_,9.66
_10757_,9.66
_12192_,9.66
_13117_,9.66
_14151_,9.66
_12067_,9.655
_12306_,9.655
_00805_,9.64
_01185_,9.64
_03047_,9.64
_03587_,9.64
_04023_,9.64
_06394_,9.64
_08475_,9.64
_11696_,9.64
_01589_,9.63
_02941_,9.62
_04758_,9.62
_05268_,9.62
_08825_,9.62
_09176_,9.62
_12437_,9.62
_13279_,9.62
_13306_,9.62
_13698_,9.62
_00909_,9.615
_02105_,9.6
_02129_,9.6
_03529_,9.6
_09723_,9.6
_12743_,9.6
_13862_,9.6
u_s1.delay_line_re\[4\]\[13\],9.6
_02162_,9.58
_03388_,9.58
_03861_,9.58
_07871_,9.58
_08600_,9.58
_09773_,9.58
_11413_,9.58
_11533_,9.58
_12043_,9.58
_13502_,9.58
_14482_,9.58
u_s2.delay_line_im\[2\]\[0\],9.58
_00949_,9.56
_01076_,9.56
u_s2.delay_line_im\[2\]\[3\],9.56
in_im[11],9.55
in_re[0],9.55
_02662_,9.54
_04484_,9.54
_05488_,9.54
_10794_,9.54
_10982_,9.54
_12699_,9.54
_12808_,9.54
_13452_,9.54
_13821_,9.54
_09151_,9.535
_14224_,9.53
_02543_,9.52
_03965_,9.52
_04708_,9.52
_06831_,9.52
_06891_,9.52
_08361_,9.52
_08930_,9.52
_09075_,9.52
_11446_,9.52
_12421_,9.52
_13859_,9.52
u_s2.delay_line_im\[0\]\[0\],9.52
_03877_,9.51
_05053_,9.51
_09471_,9.505
_01290_,9.5
_02657_,9.5
_03918_,9.5
_04620_,9.5
_05353_,9.5
_05412_,9.5
_06468_,9.5
_07208_,9.5
_08328_,9.5
_10604_,9.5
_11350_,9.5
_12812_,9.5
_13332_,9.5
_13383_,9.5
_13474_,9.5
u_s3.delay_line_re\[1\]\[12\],9.5
_00930_,9.48
_02266_,9.48
_03209_,9.48
_04262_,9.48
_04470_,9.48
_04643_,9.48
_05794_,9.48
_09987_,9.48
_11940_,9.48
_12270_,9.48
_13691_,9.48
_13805_,9.48
_13831_,9.48
_14027_,9.48
_14145_,9.48
_01807_,9.46
_03054_,9.46
_04948_,9.46
_07387_,9.46
_07545_,9.46
_08557_,9.46
_10005_,9.46
_12086_,9.46
u_s1.delay_line_im\[5\]\[3\],9.46
_02006_,9.455
_03916_,9.45
_12047_,9.445
_04418_,9.44
_04925_,9.44
_05312_,9.44
_06824_,9.44
_07365_,9.44
_07999_,9.44
_09382_,9.44
_09875_,9.44
_13012_,9.44
u_s2.delay_line_im\[1\]\[13\],9.44
u_s3.delay_line_re\[0\]\[7\],9.44
_02533_,9.42
_05420_,9.42
_05475_,9.42
_05701_,9.42
_06630_,9.42
_09000_,9.42
_11948_,9.42
_13355_,9.42
_13686_,9.42
_13688_,9.42
_11501_,9.415
_00193_,9.4
_00960_,9.4
_03477_,9.4
_03655_,9.4
_03830_,9.4
_04106_,9.4
_04242_,9.4
_04702_,9.4
_05363_,9.4
_05669_,9.4
_07350_,9.4
_09680_,9.4
_10049_,9.4
_10311_,9.4
_12256_,9.4
out_im[13],9.4
out_im[1],9.4
out_im[3],9.4
out_im[4],9.4
out_im[8],9.4
out_re[11],9.4
net113,9.4
_01580_,9.38
_02128_,9.38
_02603_,9.38
_03678_,9.38
_05423_,9.38
_09427_,9.38
_09836_,9.38
_12024_,9.38
_13227_,9.38
_13612_,9.38
u_s2.delay_line_re\[3\]\[0\],9.38
_00687_,9.36
_00889_,9.36
_01594_,9.36
_01648_,9.36
_01870_,9.36
_02511_,9.36
_03253_,9.36
_03420_,9.36
_04690_,9.36
_05872_,9.36
_07115_,9.36
_07566_,9.36
_08708_,9.36
_10204_,9.36
_10530_,9.36
_11135_,9.36
_11688_,9.36
_12554_,9.36
_14458_,9.36
u_s2.delay_line_im\[2\]\[4\],9.36
_02492_,9.34
_02623_,9.34
_03850_,9.34
_12559_,9.34
_00413_,9.32
_03634_,9.32
_05540_,9.32
_10130_,9.32
_11447_,9.32
_12712_,9.32
_13132_,9.32
_13215_,9.32
_13916_,9.32
u_s4.delay_line_re\[0\]\[10\],9.32
_04083_,9.3
_08296_,9.3
_13630_,9.3
_01343_,9.29
_10998_,9.29
_02287_,9.28
_03101_,9.28
_04791_,9.28
_04841_,9.28
_04842_,9.28
_06398_,9.28
_07573_,9.28
_08093_,9.28
_11908_,9.28
_13643_,9.28
_14156_,9.28
u_s3.delay_line_im\[0\]\[3\],9.28
_13553_,9.27
_01050_,9.26
_01064_,9.26
_01430_,9.26
_01982_,9.26
_02219_,9.26
_08511_,9.26
_09056_,9.26
_09743_,9.26
_10999_,9.26
_11236_,9.26
_00205_,9.24
_01527_,9.24
_01986_,9.24
_02929_,9.24
_03551_,9.24
_03911_,9.24
_04368_,9.24
_06316_,9.24
_06923_,9.24
_07214_,9.24
_07658_,9.24
_08304_,9.24
_09740_,9.24
_09762_,9.24
_10029_,9.24
_10379_,9.24
_12967_,9.24
_13803_,9.24
u_s1.delay_line_re\[4\]\[1\],9.24
u_s3.delay_line_im\[1\]\[7\],9.24
_02617_,9.22
_02853_,9.22
_05874_,9.22
_12917_,9.22
u_s3.delay_line_re\[1\]\[13\],9.22
_00246_,9.2
_05672_,9.2
_11184_,9.2
_13207_,9.2
_07272_,9.18
_07401_,9.18
_08982_,9.18
_10443_,9.18
_10702_,9.18
_12044_,9.18
_09161_,9.17
_00847_,9.16
_01394_,9.16
_01529_,9.16
_01661_,9.16
_02772_,9.16
_04111_,9.16
_05228_,9.16
_08365_,9.16
_10430_,9.16
_10678_,9.16
_11976_,9.16
_12409_,9.16
_12300_,9.155
_10491_,9.15
_02449_,9.14
_08793_,9.14
_08960_,9.14
_09238_,9.14
_09385_,9.14
_09547_,9.14
_09997_,9.14
_10505_,9.14
_13029_,9.14
_14428_,9.14
_01528_,9.13
_03102_,9.12
_03617_,9.12
_04388_,9.12
_04531_,9.12
_04711_,9.12
_05385_,9.12
_07018_,9.12
_07567_,9.12
_08070_,9.12
_08619_,9.12
_08890_,9.12
_10647_,9.12
_11506_,9.12
_11512_,9.12
u_s2.delay_line_re\[0\]\[4\],9.12
u_s3.delay_line_im\[0\]\[8\],9.12
u_s2.delay_line_im\[1\]\[12\],9.1
_02250_,9.09
_05629_,9.08
_06010_,9.08
_07700_,9.08
_09313_,9.08
_10173_,9.08
_13411_,9.08
_02567_,9.06
_03167_,9.06
_09523_,9.06
_09957_,9.06
_10080_,9.06
_11195_,9.06
_11761_,9.06
_12890_,9.06
_13062_,9.06
_13296_,9.06
net53,9.06
_04499_,9.05
_01401_,9.04
_01984_,9.04
_02319_,9.04
_03522_,9.04
_03667_,9.04
_05392_,9.04
_07546_,9.04
_07632_,9.04
_08449_,9.04
_09653_,9.04
_11555_,9.04
_12137_,9.04
u_s1.delay_line_im\[6\]\[12\],9.04
_02305_,9.02
_02566_,9.02
_03186_,9.02
_03513_,9.02
_03580_,9.02
_04706_,9.02
_05299_,9.02
_07201_,9.02
_07983_,9.02
_09025_,9.02
_09131_,9.02
_09172_,9.02
_09560_,9.02
_09766_,9.02
_11331_,9.02
_12201_,9.02
_12406_,9.02
u_s3.delay_line_re\[0\]\[3\],9.02
_01458_,9
_02292_,9
_04916_,9
_07496_,9
_08928_,9
_09876_,9
_10495_,9
_10666_,9
_13127_,9
u_s2.delay_line_im\[2\]\[8\],9
_01452_,8.98
_05148_,8.98
_05438_,8.98
_05601_,8.98
_08170_,8.98
_08217_,8.98
_09927_,8.98
_10546_,8.98
_12918_,8.98
_13843_,8.98
_00754_,8.96
_02590_,8.96
_02690_,8.96
_03608_,8.96
_10597_,8.96
_11742_,8.96
_12110_,8.96
out_im[5],8.96
out_im[9],8.96
out_re[14],8.96
out_re[2],8.96
out_re[7],8.96
_00756_,8.94
_01518_,8.94
_02320_,8.94
_03630_,8.94
_04308_,8.94
_05356_,8.94
_06983_,8.94
_09139_,8.94
_10477_,8.94
_11001_,8.94
_11022_,8.94
_11107_,8.94
_12872_,8.94
_13358_,8.94
_13391_,8.94
_13582_,8.94
_14503_,8.94
u_s1.delay_line_im\[0\]\[6\],8.94
u_s4.delay_line_im\[0\]\[6\],8.94
_12246_,8.93
_00636_,8.92
_02586_,8.92
_02978_,8.92
_06773_,8.92
_08067_,8.92
_09065_,8.92
_09270_,8.92
_09549_,8.92
_10978_,8.92
_11238_,8.92
_12222_,8.92
_12542_,8.92
_13206_,8.92
_01893_,8.9
_01924_,8.9
_02033_,8.9
_02308_,8.9
_02616_,8.9
_02670_,8.9
_03199_,8.9
_03255_,8.9
_03260_,8.9
_03626_,8.9
_03936_,8.9
_04375_,8.9
_04494_,8.9
_05161_,8.9
_08915_,8.9
_10159_,8.9
_10232_,8.9
_10391_,8.9
_10909_,8.9
_11880_,8.9
_12711_,8.9
_13390_,8.9
_13773_,8.9
_13974_,8.9
u_s1.delay_line_re\[3\]\[15\],8.9
_06557_,8.88
_06598_,8.88
_10758_,8.88
_13311_,8.88
_13973_,8.88
_03087_,8.86
_03975_,8.86
_04513_,8.86
_04530_,8.86
_06614_,8.86
_10018_,8.86
_10636_,8.86
_10972_,8.86
_13818_,8.86
_13990_,8.86
_01038_,8.84
_05026_,8.84
_05460_,8.84
_10251_,8.84
_10521_,8.84
_13190_,8.84
_13587_,8.84
_13738_,8.84
_14166_,8.84
_04363_,8.83
_00753_,8.82
_01288_,8.82
_04778_,8.82
_05417_,8.82
_06588_,8.82
_07522_,8.82
_08419_,8.82
_08875_,8.82
_10197_,8.82
_11253_,8.82
_11470_,8.82
_12860_,8.82
_14158_,8.82
_14481_,8.82
u_s1.delay_line_im\[6\]\[7\],8.82
net136,8.82
_02012_,8.8
_04101_,8.8
_09274_,8.8
_10052_,8.8
_11631_,8.8
_12932_,8.8
u_s2.delay_line_re\[1\]\[6\],8.8
net72,8.8
_00151_,8.78
_01232_,8.78
_02833_,8.78
_03596_,8.78
_03790_,8.78
_04741_,8.78
_08332_,8.78
_09689_,8.78
_09909_,8.78
_10158_,8.78
_10467_,8.78
_11768_,8.78
_12144_,8.78
_12490_,8.78
_13316_,8.78
_13596_,8.78
_13730_,8.78
u_s1.delay_line_re\[4\]\[2\],8.78
u_s2.delay_line_im\[2\]\[10\],8.78
u_s2.delay_line_re\[1\]\[14\],8.78
u_s3.delay_line_re\[0\]\[10\],8.78
_11108_,8.76
_11678_,8.76
_12540_,8.76
u_s3.delay_line_im\[0\]\[10\],8.76
_03842_,8.74
_04143_,8.74
_06002_,8.74
_08533_,8.74
_10730_,8.74
_14097_,8.74
_14152_,8.74
_02585_,8.72
_02680_,8.72
_07474_,8.72
_08755_,8.72
_09211_,8.72
_12308_,8.72
_13352_,8.72
in_im[2],8.72
in_re[10],8.72
in_re[2],8.72
u_s2.delay_line_im\[1\]\[3\],8.72
u_s2.delay_line_re\[3\]\[3\],8.72
_12281_,8.71
_00540_,8.7
_01816_,8.7
_02714_,8.7
_04298_,8.7
_05335_,8.7
_05543_,8.7
_06509_,8.7
_06739_,8.7
_06785_,8.7
_07009_,8.7
_08191_,8.7
_08317_,8.7
_10444_,8.7
_11864_,8.7
_12424_,8.7
_12436_,8.7
u_s4.delay_line_re\[0\]\[7\],8.7
_08924_,8.695
_02145_,8.68
_04188_,8.68
_05870_,8.68
